"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
302811,"AD-02",02,"Canillo Parish","EU","AD","https://en.wikipedia.org/wiki/Canillo",
302812,"AD-03",03,"Encamp Parish","EU","AD","https://en.wikipedia.org/wiki/Encamp",
302813,"AD-04",04,"La Massana Parish","EU","AD","https://en.wikipedia.org/wiki/La_Massana",
302814,"AD-05",05,"Ordino Parish","EU","AD","https://en.wikipedia.org/wiki/Ordino",
302815,"AD-06",06,"Sant Julià de Lòria Parish","EU","AD","https://en.wikipedia.org/wiki/Sant_Julià_de_Lòria",
302816,"AD-07",07,"Andorra la Vella Parish","EU","AD","https://en.wikipedia.org/wiki/Andorra_la_Vella",
302817,"AD-08",08,"Escaldes-Engordany Parish","EU","AD","https://en.wikipedia.org/wiki/Escaldes-Engordany",
302818,"AD-U-A","U-A","(unassigned)","EU","AD",,
302819,"AE-AJ","AJ","Ajman Emirate","AS","AE","https://en.wikipedia.org/wiki/Ajman","'Ajmān"
302820,"AE-AZ","AZ","Abu Dhabi Emirate","AS","AE","https://en.wikipedia.org/wiki/Abu_Dhabi_(emirate)","Abu Ẓaby"
302821,"AE-DU","DU","Dubai Emirate","AS","AE","https://en.wikipedia.org/wiki/Dubai","Dubayy"
302822,"AE-FU","FU","Fujairah Emirate","AS","AE","https://en.wikipedia.org/wiki/Fujairah","Al Fujayrah"
302823,"AE-RK","RK","Ras al-Khaimah Emirate","AS","AE","https://en.wikipedia.org/wiki/Ras_al-Khaimah","Ra's al Khaymah"
302824,"AE-SH","SH","Sharjah Emirate","AS","AE","https://en.wikipedia.org/wiki/Sharjah_(emirate)","Ash Shāriqah"
302825,"AE-U-A","U-A","(unassigned)","AS","AE",,
302826,"AE-UQ","UQ","Umm al-Quwain Emirate","AS","AE","https://en.wikipedia.org/wiki/Umm_al-Quwain",
302827,"AF-BAL","BAL","Balkh Province","AS","AF","https://en.wikipedia.org/wiki/Balkh_Province",
302828,"AF-BAM","BAM","Bamiyan Province","AS","AF","https://en.wikipedia.org/wiki/Bamyian_Province",
302829,"AF-BDG","BDG","Badghis Province","AS","AF","https://en.wikipedia.org/wiki/Badghis_Province",
302830,"AF-BDS","BDS","Badakhshan Province","AS","AF","https://en.wikipedia.org/wiki/Badakhshan_Province",
302831,"AF-BGL","BGL","Baghlan Province","AS","AF","https://en.wikipedia.org/wiki/Baghlan_Province",
306897,"AF-DAY","DAY","Daykundi Province","AS","AF","https://en.wikipedia.org/wiki/Daykundi_Province",
302832,"AF-FRA","FRA","Farah Province","AS","AF","https://en.wikipedia.org/wiki/Farah_Province",
302833,"AF-FYB","FYB","Faryab Province","AS","AF","https://en.wikipedia.org/wiki/Faryab_Province",
302834,"AF-GHA","GHA","Ghazni Province","AS","AF","https://en.wikipedia.org/wiki/Ghazni_Province",
302835,"AF-GHO","GHO","Ghōr Province","AS","AF","https://en.wikipedia.org/wiki/Gh%C5%8Dr_Province",
302836,"AF-HEL","HEL","Helmand Province","AS","AF","https://en.wikipedia.org/wiki/Helmand_Province",
302837,"AF-HER","HER","Herat Province","AS","AF","https://en.wikipedia.org/wiki/Herat_Province",
302838,"AF-JOW","JOW","Jowzjan Province","AS","AF","https://en.wikipedia.org/wiki/Jowzjan_Province",
302839,"AF-KAB","KAB","Kabul Province","AS","AF","https://en.wikipedia.org/wiki/Kabul_Province",
302840,"AF-KAN","KAN","Kandahar Province","AS","AF","https://en.wikipedia.org/wiki/Kandahar_Province",
302841,"AF-KAP","KAP","Kapisa Province","AS","AF","https://en.wikipedia.org/wiki/Kapisa_Province",
302842,"AF-KDZ","KDZ","Kunduz Province","AS","AF","https://en.wikipedia.org/wiki/Kunduz_Province",
302843,"AF-KHO","KHO","Khost Province","AS","AF","https://en.wikipedia.org/wiki/Khost_Province",
302844,"AF-KNR","KNR","Kunar Province","AS","AF","https://en.wikipedia.org/wiki/Kunar_Province",
302845,"AF-LAG","LAG","Laghman Province","AS","AF","https://en.wikipedia.org/wiki/Laghman_Province",
302846,"AF-LOW","LOW","Logar Province","AS","AF","https://en.wikipedia.org/wiki/Logar_Province",
302847,"AF-NAN","NAN","Nangarhar Province","AS","AF","https://en.wikipedia.org/wiki/Nangarhar_Province",
302848,"AF-NIM","NIM","Nimruz Province","AS","AF","https://en.wikipedia.org/wiki/Nimruz_Province",
302849,"AF-NUR","NUR","Nurestan Province","AS","AF","https://en.wikipedia.org/wiki/Nurestan_Province",
302850,"AF-ORU","ORU","Orūzgān Province","AS","AF","https://en.wikipedia.org/wiki/Or%C5%ABzg%C4%81n_Province",
306898,"AF-PAN","PAN","Panjshir Province","AS","AF","https://en.wikipedia.org/wiki/Panjshir_Province",
302851,"AF-PAR","PAR","Parwan Province","AS","AF","https://en.wikipedia.org/wiki/Parwan_Province",
302852,"AF-PIA","PIA","Paktia Province","AS","AF","https://en.wikipedia.org/wiki/Paktia_Province",
302853,"AF-PKA","PKA","Paktika Province","AS","AF","https://en.wikipedia.org/wiki/Paktika_Province",
302854,"AF-SAM","SAM","Samangan Province","AS","AF","https://en.wikipedia.org/wiki/Samangan_Province",
302855,"AF-SAR","SAR","Sar-e Pol Province","AS","AF","https://en.wikipedia.org/wiki/Sar-e_Pol_Province",
302856,"AF-TAK","TAK","Takhar Province","AS","AF","https://en.wikipedia.org/wiki/Takhar_Province",
302857,"AF-U-A","U-A","(unassigned)","AS","AF",,
302858,"AF-WAR","WAR","Wardak Province","AS","AF","https://en.wikipedia.org/wiki/Wardak_Province",
302859,"AF-ZAB","ZAB","Zabul Province","AS","AF","https://en.wikipedia.org/wiki/Zabul_Province",
306768,"AG-03",03,"Saint George Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_George_Parish_(Antigua_and_Barbuda)",
306769,"AG-04",04,"Saint John Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_John_Parish_(Antigua_and_Barbuda)",
306770,"AG-05",05,"Saint Mary Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_Mary_Parish_(Antigua_and_Barbuda)",
306771,"AG-06",06,"Saint Paul Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_Paul_Parish_(Antigua_and_Barbuda)",
306772,"AG-07",07,"Saint Peter Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_Peter_Parish_(Antigua_and_Barbuda)",
306773,"AG-08",08,"Saint Philip Parish","NA","AG","https://en.wikipedia.org/wiki/Saint_Philip_Parish_(Antigua_and_Barbuda)",
306774,"AG-10",10,"Barbuda Dependency","NA","AG","https://en.wikipedia.org/wiki/Barbuda",
349523,"AG-11",11,"Redonda Dependency","NA","AG","https://en.m.wikipedia.org/wiki/Redonda",
302860,"AG-U-A","U-A","(unassigned)","NA","AG",,
302861,"AI-U-A","U-A","(unassigned)","NA","AI",,
302862,"AL-01",01,"Berat County","EU","AL","https://en.wikipedia.org/wiki/Berat_County",
302866,"AL-02",02,"Durrës County","EU","AL","https://en.wikipedia.org/wiki/Durrës_County",
302868,"AL-03",03,"Elbasan County","EU","AL","https://en.wikipedia.org/wiki/Elbasan_County",
302870,"AL-04",04,"Fier County","EU","AL","https://en.wikipedia.org/wiki/Fier_County",
302871,"AL-05",05,"Gjirokastër County","EU","AL","https://en.wikipedia.org/wiki/Gjirokastër_County",
302877,"AL-06",06,"Korçë County","EU","AL","https://en.wikipedia.org/wiki/Korçë_County",
302879,"AL-07",07,"Kukës County","EU","AL","https://en.wikipedia.org/wiki/Kukës_County",
302881,"AL-08",08,"Lezhë County","EU","AL","https://en.wikipedia.org/wiki/Lezhë_County",
302864,"AL-09",09,"Dibër County","EU","AL","https://en.wikipedia.org/wiki/Dibër_County",
302891,"AL-10",10,"Shkodër County","EU","AL","https://en.wikipedia.org/wiki/Shkodër_County",
302896,"AL-11",11,"Tirana County","EU","AL","https://en.wikipedia.org/wiki/Tirana_County",
302898,"AL-12",12,"Vlorë County","EU","AL","https://en.wikipedia.org/wiki/Vlorë_County",
302897,"AL-U-A","U-A","(unassigned)","EU","AL",,
302899,"AM-AG","AG","Aragatsotn Province","AS","AM","https://en.wikipedia.org/wiki/Aragatsotn_Province","Aragacotn, Արագածոտն"
302900,"AM-AR","AR","Ararat Province","AS","AM","https://en.wikipedia.org/wiki/Ararat_Province","Արարատ"
302901,"AM-AV","AV","Armavir Province","AS","AM","https://en.wikipedia.org/wiki/Armavir_Province","Արմավիր"
302902,"AM-ER","ER","Yerevan (capital district)","AS","AM","https://en.wikipedia.org/wiki/Yerevan","Erevan"
302903,"AM-GR","GR","Gegharkunik Province","AS","AM","https://en.wikipedia.org/wiki/Gegharkunik_Province","Գեղարքունիք"
302904,"AM-KT","KT","Kotayk Province","AS","AM","https://en.wikipedia.org/wiki/Kotayk_Province","Kotayk', Կոտայք"
302905,"AM-LO","LO","Lori Province","AS","AM","https://en.wikipedia.org/wiki/Lori_Province","Lory, Լոռի"
302906,"AM-SH","SH","Shirak Province","AS","AM","https://en.wikipedia.org/wiki/Shirak_Province","Sirak, Շիրակ"
302907,"AM-SU","SU","Syunik Province","AS","AM","https://en.wikipedia.org/wiki/Syunik_Province","Syunik'"
302908,"AM-TV","TV","Tavush Province","AS","AM","https://en.wikipedia.org/wiki/Tavush_Province","Tavus, Տավուշ"
302909,"AM-U-A","U-A","(unassigned)","AS","AM",,
302910,"AM-VD","VD","Vayots Dzor Province","AS","AM","https://en.wikipedia.org/wiki/Vayots_Dzor_Province","Vayoc Jor, Վայոց Ձոր"
302912,"AO-BGO","BGO","Bengo Province","AF","AO","https://en.wikipedia.org/wiki/Bengo_Province",
302913,"AO-BGU","BGU","Benguela Province","AF","AO","https://en.wikipedia.org/wiki/Benguela_ Province",
302914,"AO-BIE","BIE","Bié Province","AF","AO","https://en.wikipedia.org/wiki/Bi%C3%A9_Province",
302915,"AO-CAB","CAB","Cabinda Province","AF","AO","https://en.wikipedia.org/wiki/Cabinda_ Province",
302916,"AO-CCU","CCU","Cuando Cubango Province","AF","AO","https://en.wikipedia.org/wiki/Cuando_Cubango_Province",
302917,"AO-CNN","CNN","Cunene Province","AF","AO","https://en.wikipedia.org/wiki/Cunene_ Province",
302918,"AO-CNO","CNO","Cuanza Norte Province","AF","AO","https://en.wikipedia.org/wiki/Cuanza_Norte_ Province",
302919,"AO-CUS","CUS","Cuanza Sul Province","AF","AO","https://en.wikipedia.org/wiki/Cuanza_Sul_ Province",
302920,"AO-HUA","HUA","Huambo Province","AF","AO","https://en.wikipedia.org/wiki/Huambo_ Province",
302921,"AO-HUI","HUI","Huíla Province","AF","AO","https://en.wikipedia.org/wiki/Hu%C3%ADla_Province",
302922,"AO-LNO","LNO","Lunda Norte Province","AF","AO","https://en.wikipedia.org/wiki/Lunda_Norte_ Province",
302923,"AO-LSU","LSU","Lunda Sul Province","AF","AO","https://en.wikipedia.org/wiki/Lunda_Sul_ Province",
302924,"AO-LUA","LUA","Luanda Province","AF","AO","https://en.wikipedia.org/wiki/Luanda_ Province",
302925,"AO-MAL","MAL","Malanje Province","AF","AO","https://en.wikipedia.org/wiki/Malanje_Province","Malange Province"
302926,"AO-MOX","MOX","Moxico Province","AF","AO","https://en.wikipedia.org/wiki/Moxico_ Province",
302927,"AO-NAM","NAM","Namibe Province","AF","AO","https://en.wikipedia.org/wiki/Namibe_ Province","Moçamedes Province"
302928,"AO-U-A","U-A","(unassigned)","AF","AO",,
302929,"AO-UIG","UIG","Uíge Province","AF","AO","https://en.wikipedia.org/wiki/U%C3%ADge_Province",
302930,"AO-ZAI","ZAI","Zaire Province","AF","AO","https://en.wikipedia.org/wiki/Zaire_Province",
302931,"AQ-U-A","U-A","(unassigned)","AN","AQ",,
302932,"AR-A","A","Salta Province","SA","AR","https://en.wikipedia.org/wiki/Salta_Province",
302933,"AR-B","B","Buenos Aires Province","SA","AR","https://en.wikipedia.org/wiki/Buenos_Aires_Province",
302934,"AR-C","C","Capital federal","SA","AR","https://en.wikipedia.org/wiki/Buenos_Aires",
302935,"AR-D","D","San Luis Province","SA","AR","https://en.wikipedia.org/wiki/San_Luis_Province",
302936,"AR-E","E","Entre Ríos Province","SA","AR","https://en.wikipedia.org/wiki/Entre_R%C3%ADos_Province",
306324,"AR-F","F","La Rioja Province","SA","AR","https://en.wikipedia.org/wiki/La_Rioja_Province_(Argentina)",
302937,"AR-G","G","Santiago del Estero Province","SA","AR","https://en.wikipedia.org/wiki/Santiago_del_Estero_Province",
302938,"AR-H","H","Chaco Province","SA","AR","https://en.wikipedia.org/wiki/Chaco_Province",
302939,"AR-J","J","San Juan Province","SA","AR","https://en.wikipedia.org/wiki/San_Juan_Province_(Argentina)",
302940,"AR-K","K","Catamarca Province","SA","AR","https://en.wikipedia.org/wiki/Catamarca_Province",
302941,"AR-L","L","La Pampa Province","SA","AR","https://en.wikipedia.org/wiki/La_Pampa_Province",
302942,"AR-M","M","Mendoza Province","SA","AR","https://en.wikipedia.org/wiki/Mendoza_Province",
302943,"AR-N","N","Misiones Province","SA","AR","https://en.wikipedia.org/wiki/Misiones_Province",
302944,"AR-P","P","Formosa Province","SA","AR","https://en.wikipedia.org/wiki/Formosa_Province",
302945,"AR-Q","Q","Neuquén Province","SA","AR","https://en.wikipedia.org/wiki/Neuqu%C3%A9n_Province",
302946,"AR-R","R","Río Negro Province","SA","AR","https://en.wikipedia.org/wiki/R%C3%ADo_Negro_Province",
302947,"AR-S","S","Santa Fe Province","SA","AR","https://en.wikipedia.org/wiki/Santa_Fe_Province",
302948,"AR-T","T","Tucumán Province","SA","AR","https://en.wikipedia.org/wiki/Tucum%C3%A1n_Province",
302949,"AR-U","U","Chubut Province","SA","AR","https://en.wikipedia.org/wiki/Chubut_Province",
302950,"AR-U-A","U-A","(unassigned)","SA","AR",,
302951,"AR-V","V","Tierra del Fuego Province","SA","AR","https://en.wikipedia.org/wiki/Tierra_del_Fuego_Province_(Argentina)",
302952,"AR-W","W","Corrientes Province","SA","AR","https://en.wikipedia.org/wiki/Corrientes_Province",
302953,"AR-X","X","Córdoba Province","SA","AR","https://en.wikipedia.org/wiki/C%C3%B3rdoba_Province_(Argentina)",
302954,"AR-Y","Y","Jujuy Province","SA","AR","https://en.wikipedia.org/wiki/Jujuy_Province",
302955,"AR-Z","Z","Santa Cruz Province","SA","AR","https://en.wikipedia.org/wiki/Santa_Cruz_Province_(Argentina)",
349781,"AS-ET","ET","Eastern District","OC","AS","https://en.wikipedia.org/wiki/Eastern_District,_American_Samoa",
349783,"AS-MA","MA","Manuʻa District","OC","AS","https://en.wikipedia.org/wiki/Manu%CA%BBa_District",
302956,"AS-U-A","U-A","(unassigned)","OC","AS",,
349782,"AS-WT","WT","Western District","OC","AS","https://en.wikipedia.org/wiki/Western_District,_American_Samoa",
302957,"AT-1",1,"Burgenland","EU","AT","https://en.wikipedia.org/wiki/Burgenland",
302958,"AT-2",2,"Carinthia","EU","AT","https://en.wikipedia.org/wiki/Carinthia","Kärnten"
302959,"AT-3",3,"Lower Austria","EU","AT","https://en.wikipedia.org/wiki/Lower_Austria","Niederösterreich"
302960,"AT-4",4,"Upper Austria","EU","AT","https://en.wikipedia.org/wiki/Upper_Austria","Oberösterreich"
302961,"AT-5",5,"Salzburg","EU","AT","https://en.wikipedia.org/wiki/Salzburg",
302962,"AT-6",6,"Styria","EU","AT","https://en.wikipedia.org/wiki/Styria","Steiermark"
302963,"AT-7",7,"Tyrol","EU","AT","https://en.wikipedia.org/wiki/Tyrol","Tirol"
302964,"AT-8",8,"Vorarlberg","EU","AT","https://en.wikipedia.org/wiki/Vorarlberg",
302965,"AT-9",9,"Vienna","EU","AT","https://en.wikipedia.org/wiki/Vienna","Wien"
302966,"AT-U-A","U-A","(unassigned)","EU","AT",,
302967,"AU-AAT","AAT","Australian Antarctic Territory","OC","AU","https://en.wikipedia.org/wiki/Australian_Antarctic_Territory",
302968,"AU-ACT","ACT","Australian Capital Territory","OC","AU","https://en.wikipedia.org/wiki/Australian_Capital_Territory",
302969,"AU-NSW","NSW","New South Wales","OC","AU","https://en.wikipedia.org/wiki/New_South_Wales",
302970,"AU-NT","NT","Northern Territory","OC","AU","https://en.wikipedia.org/wiki/Northern_Territory",
302971,"AU-QLD","QLD","Queensland","OC","AU","https://en.wikipedia.org/wiki/Queensland",
302972,"AU-SA","SA","South Australia","OC","AU","https://en.wikipedia.org/wiki/South_Australia",
302973,"AU-TAS","TAS","Tasmania","OC","AU","https://en.wikipedia.org/wiki/Tasmania",
302974,"AU-U-A","U-A","(unassigned)","OC","AU",,
302975,"AU-VIC","VIC","Victoria","OC","AU","https://en.wikipedia.org/wiki/Victoria_(Australia)",
302976,"AU-WA","WA","Western Australia","OC","AU","https://en.wikipedia.org/wiki/Western_Australia",
302977,"AW-U-A","U-A","(unassigned)","NA","AW",,
302978,"AZ-AB","AB","Ali Bayramli District","AS","AZ","https://en.wikipedia.org/wiki/Ali_Bayramli_District",
302979,"AZ-ABS","ABS","Abseron District","AS","AZ","https://en.wikipedia.org/wiki/Abseron_District",
302980,"AZ-AGA","AGA","Agstafa District","AS","AZ","https://en.wikipedia.org/wiki/Agstafa_District",
302981,"AZ-AGC","AGC","Agjabadi District","AS","AZ","https://en.wikipedia.org/wiki/Aghjabadi_District",
302982,"AZ-AGM","AGM","Agdam District","AS","AZ","https://en.wikipedia.org/wiki/Agdam_District",
302983,"AZ-AGS","AGS","Agdash District","AS","AZ","https://en.wikipedia.org/wiki/Agdash_District",
302984,"AZ-AGU","AGU","Agsu District","AS","AZ","https://en.wikipedia.org/wiki/Agsu_District",
302985,"AZ-AST","AST","Astara District","AS","AZ","https://en.wikipedia.org/wiki/Astara_District",
302986,"AZ-BA","BA","Baku (city)","AS","AZ","https://en.wikipedia.org/wiki/Baku",
302987,"AZ-BAB","BAB","Babak District","AS","AZ","https://en.wikipedia.org/wiki/Babak_District",
302988,"AZ-BAL","BAL","Balakan District","AS","AZ","https://en.wikipedia.org/wiki/Balakan_District",
302989,"AZ-BAR","BAR","Barda District","AS","AZ","https://en.wikipedia.org/wiki/Barda_District",
302990,"AZ-BEY","BEY","Beylagan District","AS","AZ","https://en.wikipedia.org/wiki/Beylagan_District",
302991,"AZ-BIL","BIL","Bilasuvar District","AS","AZ","https://en.wikipedia.org/wiki/Bilasuvar_District",
302992,"AZ-CAB","CAB","Cabrayll District","AS","AZ","https://en.wikipedia.org/wiki/Cabrayll_District",
302993,"AZ-CAL","CAL","Calilabad District","AS","AZ","https://en.wikipedia.org/wiki/Calilabad_District",
302994,"AZ-CUL","CUL","Culfa District","AS","AZ","https://en.wikipedia.org/wiki/Culfa_District",
302995,"AZ-DAS","DAS","Daskasan District","AS","AZ","https://en.wikipedia.org/wiki/Daskasan_District",
302996,"AZ-DAV","DAV","Davaci District","AS","AZ","https://en.wikipedia.org/wiki/Davaci_District",
302997,"AZ-FUZ","FUZ","Fuzuli District","AS","AZ","https://en.wikipedia.org/wiki/Fuzuli_District",
302998,"AZ-GA","GA","Ganja (city)","AS","AZ","https://en.wikipedia.org/wiki/Ganja,_Azerbaijan","Elisabethpol, Gyandzha"
302999,"AZ-GAD","GAD","Gadabay District","AS","AZ","https://en.wikipedia.org/wiki/Gadabay_District",
303000,"AZ-GOR","GOR","Goranboy District","AS","AZ","https://en.wikipedia.org/wiki/Goranboy_District",
303001,"AZ-GOY","GOY","Goychay District","AS","AZ","https://en.wikipedia.org/wiki/Goychay_District",
303002,"AZ-HAC","HAC","Hajigabul District","AS","AZ","https://en.wikipedia.org/wiki/Hajigabul_District",
303003,"AZ-IMI","IMI","Imisli District","AS","AZ","https://en.wikipedia.org/wiki/Imisli_District",
303004,"AZ-ISM","ISM","Ismayilli District","AS","AZ","https://en.wikipedia.org/wiki/Ismayilli_District",
303005,"AZ-KAL","KAL","Kalbacar District","AS","AZ","https://en.wikipedia.org/wiki/Kalbacar_District",
303006,"AZ-KUR","KUR","Kurdamir District","AS","AZ","https://en.wikipedia.org/wiki/Kurdamir_District",
303007,"AZ-LA","LA","Lankaran District","AS","AZ","https://en.wikipedia.org/wiki/Lankaran_District",
303008,"AZ-LAC","LAC","Lacin District","AS","AZ","https://en.wikipedia.org/wiki/Lacin_District",
303009,"AZ-LER","LER","Lerik District","AS","AZ","https://en.wikipedia.org/wiki/Lerik_District",
303010,"AZ-MAS","MAS","Masally District","AS","AZ","https://en.wikipedia.org/wiki/Masally_District",
303011,"AZ-MI","MI","Mingacevir District","AS","AZ","https://en.wikipedia.org/wiki/Mingacevir_District",
303012,"AZ-NA","NA","Naftalan District","AS","AZ","https://en.wikipedia.org/wiki/Naftalan_District",
303013,"AZ-NEF","NEF","Neftcala District","AS","AZ","https://en.wikipedia.org/wiki/Neftcala_District",
303014,"AZ-NX","NX","Nakhchivan Autonomous Republic","AS","AZ","https://en.wikipedia.org/wiki/Nakhchivan_Autonomous_Republic",
303015,"AZ-OGU","OGU","Oguz District","AS","AZ","https://en.wikipedia.org/wiki/Oguz_District",
303016,"AZ-ORD","ORD","Ordubad District","AS","AZ","https://en.wikipedia.org/wiki/Ordubad_District",
303017,"AZ-QAB","QAB","Qabala District","AS","AZ","https://en.wikipedia.org/wiki/Qabala_District",
303018,"AZ-QAX","QAX","Qax District","AS","AZ","https://en.wikipedia.org/wiki/Qax_District",
303019,"AZ-QAZ","QAZ","Qazax District","AS","AZ","https://en.wikipedia.org/wiki/Qazax_District",
303020,"AZ-QBA","QBA","Quba District","AS","AZ","https://en.wikipedia.org/wiki/Quba_District",
303021,"AZ-QBI","QBI","Qubadli District","AS","AZ","https://en.wikipedia.org/wiki/Qubadli_District",
303022,"AZ-QOB","QOB","Qobustan District","AS","AZ","https://en.wikipedia.org/wiki/Qobustan_District",
303023,"AZ-QUS","QUS","Qusar District","AS","AZ","https://en.wikipedia.org/wiki/Qusar_District",
303024,"AZ-SA","SA","Shaki District","AS","AZ","https://en.wikipedia.org/wiki/Shaki_District",
303025,"AZ-SAB","SAB","Sabirabad District","AS","AZ","https://en.wikipedia.org/wiki/Sabirabad_District",
303026,"AZ-SAD","SAD","Sadarak District","AS","AZ","https://en.wikipedia.org/wiki/Sadarak_District",
303027,"AZ-SAH","SAH","Sahbuz District","AS","AZ","https://en.wikipedia.org/wiki/Sahbuz_District",
303028,"AZ-SAL","SAL","Salyan District","AS","AZ","https://en.wikipedia.org/wiki/Salyan_District",
303029,"AZ-SAR","SAR","Sarur District","AS","AZ","https://en.wikipedia.org/wiki/Sarur_District",
303030,"AZ-SAT","SAT","Saatli District","AS","AZ","https://en.wikipedia.org/wiki/Saatli_District",
303031,"AZ-SIY","SIY","Siyazan District","AS","AZ","https://en.wikipedia.org/wiki/Siyazan_District",
303032,"AZ-SKR","SKR","Samkir District","AS","AZ","https://en.wikipedia.org/wiki/Samkir_District",
303033,"AZ-SM","SM","Sumqayit (city)","AS","AZ","https://en.wikipedia.org/wiki/Sumqayit",
303034,"AZ-SMI","SMI","Samaxi District","AS","AZ","https://en.wikipedia.org/wiki/Samaxi_District",
303035,"AZ-SMX","SMX","Samux District","AS","AZ","https://en.wikipedia.org/wiki/Samux_District",
303036,"AZ-SS","SS","Susa District","AS","AZ","https://en.wikipedia.org/wiki/Susa_District",
303037,"AZ-TAR","TAR","Tartar District","AS","AZ","https://en.wikipedia.org/wiki/Tartar_District",
303038,"AZ-TOV","TOV","Tovuz District","AS","AZ","https://en.wikipedia.org/wiki/Tovuz_District",
303039,"AZ-U-A","U-A","(unassigned)","AS","AZ",,
303040,"AZ-UCA","UCA","Ucar District","AS","AZ","https://en.wikipedia.org/wiki/Ucar_District",
303041,"AZ-XA","XA","Xankandi District","AS","AZ","https://en.wikipedia.org/wiki/Xankandi_District",
303042,"AZ-XAC","XAC","Khachmaz District","AS","AZ","https://en.wikipedia.org/wiki/Khachmaz_District",
303043,"AZ-XAN","XAN","Xanlar District","AS","AZ","https://en.wikipedia.org/wiki/Xanlar_District",
303044,"AZ-XCI","XCI","Khojaly District","AS","AZ","https://en.wikipedia.org/wiki/Khojaly_District",
303045,"AZ-XIZ","XIZ","Khizi District","AS","AZ","https://en.wikipedia.org/wiki/Khizi_District",
303046,"AZ-XVD","XVD","Xocavand District","AS","AZ","https://en.wikipedia.org/wiki/Xocavand_District",
303047,"AZ-YAR","YAR","Yardimli District","AS","AZ","https://en.wikipedia.org/wiki/Yardimli_District",
303048,"AZ-YE","YE","Yevlax (city)","AS","AZ","https://en.wikipedia.org/wiki/Yevlax",
303049,"AZ-ZAN","ZAN","Zangilan District","AS","AZ","https://en.wikipedia.org/wiki/Zangilan_District",
303050,"AZ-ZAQ","ZAQ","Zaqatala District","AS","AZ","https://en.wikipedia.org/wiki/Zaqatala_District",
303051,"AZ-ZAR","ZAR","Zardab District","AS","AZ","https://en.wikipedia.org/wiki/Zardab_District",
303052,"BA-BIH","BIH","Federation of Bosnia and Herzegovina","EU","BA","https://en.wikipedia.org/wiki/Federation_of_Bosnia_and_Herzegovina",
303053,"BA-SRP","SRP","Republika Srpska","EU","BA","https://en.wikipedia.org/wiki/Republika_Srpska",
303054,"BA-U-A","U-A","(unassigned)","EU","BA",,
303055,"BB-01",01,"Christ Church","NA","BB","https://en.wikipedia.org/wiki/Christ_Church",
303056,"BB-02",02,"Saint Andrew","NA","BB","https://en.wikipedia.org/wiki/Saint_Andrew",
303057,"BB-03",03,"Saint George","NA","BB","https://en.wikipedia.org/wiki/Saint_George",
303058,"BB-04",04,"Saint James","NA","BB","https://en.wikipedia.org/wiki/Saint_James",
303059,"BB-05",05,"Saint John","NA","BB","https://en.wikipedia.org/wiki/Saint_John",
303060,"BB-06",06,"Saint Joseph","NA","BB","https://en.wikipedia.org/wiki/Saint_Joseph",
303061,"BB-07",07,"Saint Lucy","NA","BB","https://en.wikipedia.org/wiki/Saint_Lucy",
303062,"BB-08",08,"Saint Michael","NA","BB","https://en.wikipedia.org/wiki/Saint_Michael",
303063,"BB-09",09,"Saint Peter","NA","BB","https://en.wikipedia.org/wiki/Saint_Peter",
303064,"BB-10",10,"Saint Philip","NA","BB","https://en.wikipedia.org/wiki/Saint_Philip",
303065,"BB-11",11,"Saint Thomas","NA","BB","https://en.wikipedia.org/wiki/Saint_Thomas",
303066,"BB-U-A","U-A","(unassigned)","NA","BB",,
306743,"BD-1",1,"Barisal Division","AS","BD","https://en.wikipedia.org/wiki/Barisal_Division","Barisal bibhag"
306744,"BD-2",2,"Chittagong Division","AS","BD","https://en.wikipedia.org/wiki/Chittagong_Division","Chittagong bibhag"
306742,"BD-3",3,"Dhaka Division","AS","BD","https://en.wikipedia.org/wiki/Dhaka_Division","Dhaka bibhag"
306741,"BD-4",4,"Khulna Division","AS","BD","https://en.wikipedia.org/wiki/Khulna_Division","Khulna bibhag"
306740,"BD-5",5,"Rajshahi Division","AS","BD","https://en.wikipedia.org/wiki/Rajshahi_Division","Rajshahi bibhag"
306739,"BD-6",6,"Sylhet Division","AS","BD","https://en.wikipedia.org/wiki/Sylhet_Division","Sylhet bibhag"
303067,"BD-U-A","U-A","(unassigned)","AS","BD",,
303068,"BE-BRU","BRU","Brussels-Capital Region","EU","BE","https://en.wikipedia.org/wiki/Brussels","Bruxelles, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
303069,"BE-U-A","U-A","(unassigned)","EU","BE",,
303070,"BE-VAN","VAN","Antwerp Province","EU","BE","https://en.wikipedia.org/wiki/Antwerp_Province","Antwerpen, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
303071,"BE-VBR","VBR","Flemish Brabant Province","EU","BE","https://en.wikipedia.org/wiki/Flemish_Brabant","Vlaams-Brabant, Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
303072,"BE-VLI","VLI","Limburg Province","EU","BE","https://en.wikipedia.org/wiki/Limburg_(Belgium)","Flanders, Flemish Region, Vlaams Gewest, Vlaanderen"
